category,name,address,lat,lng,자치구
bus,불광역.불광1동주민센터,,37.6095286975,126.9326083189,은평구
bus,양광교회,,37.6085452704,126.9289518591,은평구
bus,대조시장,,37.608786,126.926162,은평구
bus,역촌오거리,,37.6076554963,126.9239679445,은평구
bus,역촌역1번출구,,37.6052406679,126.9221735304,은평구
bus,서부경찰서,,37.602018,126.920548,은평구
bus,이마트은평점,,37.600238,126.918138,은평구
bus,응암1동주민센터,,37.600152,126.926767,은평구
bus,영락중학교입구,,37.597337,126.92434,은평구
bus,시립은평병원,,37.5932,126.922968,은평구
bus,백련산힐스테이트4차,,37.590011,126.922674,은평구
bus,충암고교앞.대주피오레아파트,,37.5868458253,126.9226529706,은평구
bus,충암고교앞.대주피오레아파트,,37.5869567896,126.9228521457,은평구
bus,백련산힐스테이트2차,,37.5903133577,126.9228701963,은평구
bus,시립은평병원,,37.593283,126.923127,은평구
bus,영락중학교입구,,37.5969092616,126.92416574,은평구
bus,응암1동주민센터,,37.600396483,126.9270456288,은평구
bus,한솔아파트입구선정중학교후문,,37.6157960537,126.9137069892,은평구
bus,갈현동미미아파트,,37.6182029973,126.9151519292,은평구
bus,선일여고입구,,37.6193423695,126.9157125131,은평구
bus,갈현동성당앞,,37.6207946411,126.9165922246,은평구
bus,갈현동성당앞,,37.62054,126.916227,은평구
bus,선일여고입구,,37.619392,126.915519,은평구
bus,갈현동미미아파트,,37.6181857266,126.9149435132,은평구
bus,한솔아파트입구선정중학교후문,,37.6160781278,126.9137542396,은평구
bus,불광역9번출구.불광초등학교,,37.611288,126.930517,은평구
bus,불광대호아파트,,37.614479,126.93247,은평구
bus,불광1동공동주차장앞,,37.615697,126.933002,은평구
bus,불광1치안센터.독바위역,,37.617356,126.933141,은평구
bus,수리초등학교입구,,37.619248,126.932557,은평구
bus,북한산수자인아파트,,37.6216806133,126.931665598,은평구
bus,불광중학교,,37.622872,126.930952,은평구
bus,북한산대창센시티아파트,,37.6237282359,126.9299354838,은평구
bus,북한산대창센시티아파트,,37.6238488301,126.9296816036,은평구
bus,불광중학교,,37.6225007168,126.9310525109,은평구
bus,북한산수자인아파트,,37.621045,126.931655,은평구
bus,수리초등학교입구,,37.619092,126.932512,은평구
bus,불광1치안센터.독바위역,,37.617938,126.933077,은평구
bus,불광1동공동주차장앞,,37.6163,126.932728,은평구
bus,불광대호아파트,,37.614533,126.932333,은평구
bus,불광초등학교,,37.6115701913,126.9304574428,은평구
bus,신사동고개사거리,,37.5956194245,126.9103318553,은평구
bus,백련산SK뷰아이파크아파트,,37.595846,126.919156,은평구
bus,서부경찰서후문,,37.6024326383,126.9223367061,은평구
bus,신진과학기술고등학교,,37.59791,126.920325,은평구
bus,응암시장,,37.5943144974,126.9179795859,은평구
bus,서서울농협본점,,37.5934441515,126.918131154,은평구
bus,신진과학기술고등학교,,37.5978224711,126.9206733351,은평구
bus,서부경찰서후문,,37.6018695323,126.9226455849,은평구
bus,수색역,,37.581891,126.896196,은평구
bus,덕은교.은평차고지앞,,37.5885944751,126.8856592313,은평구
bus,덕은교.은평차고지앞,,37.589961128,126.8834469451,은평구
bus,수색교,,37.585563,126.88869,은평구
bus,수색119안전센터,,37.583469198,126.8924280896,은평구
